rank,candidate_id,v2_score,v1_score,fake_risk,current_title,profile_years,company,location,manual_override_note,risk_reasons,evidence_hits,feature_v1_score,feature_fit_score,feature_fake_risk,feature_title,feature_years,feature_retrieval,feature_ranking,feature_evaluation,feature_production,feature_relevance_system,feature_shipper,feature_llm,feature_skills,feature_company,feature_location,feature_behavior,feature_education,feature_raw_years_ideal,feature_raw_years_senior_band,feature_response_rate,feature_notice_fast,feature_open_to_work,feature_india_or_relocate,feature_target_city,feature_verified_strength,feature_github_strength,feature_top_rank_signal,feature_career_depth_signal,feature_availability_signal,feature_risk_safe
1,CAND_0030468,9.402256594,1.022343519,0.000,Senior Applied Scientist,5.4,Swiggy,"Indore, Madhya Pradesh",,,connect users with relevant information | relevant information at scale | ranking and retrieval systems | decide what to show | search & discovery | offline metrics | online numbers | offline experimentation,9.402257,0.922344,0.000000,0.950000,1.000000,0.412500,0.675000,0.500000,1.000000,1.000000,1.000000,0.000000,0.662354,0.980000,0.780000,0.797042,1.000000,0.680000,1.000000,0.780000,0.714286,1.000000,1.000000,0.000000,1.000000,0.450000,0.870000,0.788125,0.820960,1.000000
155,CAND_0010603,3.720510549,0.439471556,0.000,ML Engineer,5.3,BYJU'S,"Bangalore, Karnataka",,,information retrieval | retrieval | opensearch | pgvector | ranking | production | serving | Deep Learning,3.720511,0.562653,0.000000,0.830000,1.000000,0.412500,0.300000,0.000000,0.550000,0.000000,0.000000,0.387500,0.569122,0.480000,0.890000,0.828938,0.760000,0.660000,1.000000,0.940000,0.285714,1.000000,1.000000,1.000000,1.000000,0.789000,0.391500,0.245625,0.809432,1.000000
156,CAND_0042506,3.719618242,0.723530563,0.000,Search Engineer,4.2,Verloop.io,"Mumbai, Maharashtra",,,semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | faiss | milvus,3.719618,0.773775,0.000000,0.930000,0.760000,1.000000,0.762500,0.500000,0.912500,0.000000,0.487500,0.800000,1.000000,0.980000,0.860000,0.805408,0.880000,0.440000,0.000000,0.480000,1.000000,1.000000,1.000000,1.000000,0.666667,0.640000,0.618375,0.588125,0.792163,1.000000
157,CAND_0089546,3.436665676,0.670192862,0.000,Machine Learning Engineer,4.8,Wysa,"Bangalore, Karnataka",,,drift detection | retrieval | bm25 | qdrant | recommendation system | recommendation systems | eval framework | production,3.436666,0.731801,0.000000,0.900000,0.880000,0.287500,0.600000,0.162500,0.962500,0.250000,0.650000,0.350000,0.942889,0.980000,0.840000,0.531087,1.000000,0.560000,0.000000,0.640000,0.285714,0.000000,1.000000,1.000000,1.000000,0.461000,0.613125,0.476250,0.415292,1.000000
158,CAND_0092255,3.328588231,0.348442530,0.000,ML Engineer,5.2,InMobi,"Noida, Uttar Pradesh",,,semantic search | vector search | retrieval | weaviate | opensearch | learning to rank | ranking | production,3.328588,0.615436,0.000000,0.830000,1.000000,0.412500,0.362500,0.000000,0.550000,0.000000,0.000000,0.525000,1.000000,0.840000,1.000000,0.679945,1.000000,0.640000,1.000000,0.380000,0.571429,1.000000,1.000000,1.000000,1.000000,0.779000,0.404000,0.258125,0.652692,1.000000
159,CAND_0092245,3.303309872,0.611089348,0.000,Senior Data Scientist,4.1,Ola,"Coimbatore, Tamil Nadu",,,offline metrics | vector search | retrieval | embedding | embeddings | faiss | qdrant | elasticsearch,3.303310,0.712282,0.000000,0.870000,0.740000,0.537500,0.925000,0.500000,0.412500,0.250000,0.737500,0.375000,1.000000,0.840000,0.730000,0.600671,1.000000,0.420000,0.000000,0.500000,0.571429,1.000000,1.000000,0.000000,1.000000,0.000000,0.620375,0.530000,0.650983,1.000000
160,CAND_0020708,3.234700009,0.559912617,0.000,Search Engineer,4.2,PolicyBazaar,"Indore, Madhya Pradesh",,,semantic search | retrieval | sentence-transformers | sentence transformers | bm25 | faiss | milvus | elasticsearch,3.234700,0.690249,0.000000,0.930000,0.760000,1.000000,0.387500,0.662500,0.575000,0.000000,0.650000,0.712500,1.000000,0.480000,0.680000,0.783199,0.940000,0.440000,0.000000,0.840000,0.857143,1.000000,1.000000,0.000000,0.333333,0.843000,0.509000,0.478750,0.851851,1.000000
161,CAND_0048558,3.177831485,0.475989093,0.000,Data Scientist,6.7,Rephrase.ai,"Noida, Uttar Pradesh",,,information retrieval | retrieval | qdrant | opensearch | elasticsearch | ranking | production | serving,3.177831,0.600864,0.000000,0.800000,1.000000,0.475000,0.250000,0.000000,0.550000,0.000000,0.000000,0.325000,0.494285,0.980000,1.000000,0.814454,0.940000,0.940000,1.000000,0.800000,0.857143,1.000000,1.000000,1.000000,1.000000,0.000000,0.372500,0.251250,0.854353,1.000000
162,CAND_0024147,3.090220590,0.426895884,0.000,ML Engineer,5.9,Ola,"Jaipur, Rajasthan",,,retrieval | qdrant | opensearch | learning to rank | ranking | recommendation system | recommendation systems | production,3.090221,0.572085,0.000000,0.830000,1.000000,0.287500,0.437500,0.000000,0.300000,0.000000,0.000000,0.587500,0.608534,0.980000,0.730000,0.749165,0.880000,0.780000,1.000000,0.840000,0.571429,1.000000,1.000000,0.000000,0.666667,0.695000,0.381500,0.204375,0.795380,1.000000
163,CAND_0007460,3.089842072,0.513698012,0.000,AI Engineer,4.7,Salesforce,"Pune, Maharashtra",,,semantic search | information retrieval | retrieval | embedding | embeddings | weaviate | learning-to-rank | ranking,3.089842,0.691267,0.000000,0.890000,0.860000,0.375000,1.000000,0.412500,0.487500,0.000000,0.487500,0.187500,1.000000,0.980000,1.000000,0.685382,0.700000,0.540000,0.000000,0.480000,0.000000,1.000000,1.000000,1.000000,0.666667,0.532000,0.581375,0.415625,0.594153,1.000000
164,CAND_0051615,3.081898219,0.476081329,0.000,Search Engineer,4.6,Meta,"Coimbatore, Tamil Nadu",,,vector search | sentence transformers | milvus | learning-to-rank | ranking | recommendation system | recommendation systems | discovery feed,3.081898,0.639326,0.000000,0.930000,0.840000,0.187500,0.987500,0.250000,0.162500,0.000000,0.487500,0.375000,0.902824,0.980000,0.680000,0.729483,1.000000,0.520000,0.000000,0.880000,0.571429,1.000000,1.000000,0.000000,1.000000,0.946000,0.525875,0.317500,0.797508,1.000000
165,CAND_0093547,3.057011295,0.668488461,0.178,Senior Machine Learning Engineer,2.9,PhonePe,"Coimbatore, Tamil Nadu",,career duration exceeds stated experience,matching pipeline | offline metrics | intelligence layer end-to-end | hybrid retrieval | information retrieval | retrieval | embedding | faiss,3.057011,0.830452,0.178182,0.970000,0.180000,1.000000,1.000000,0.575000,1.000000,0.575000,0.650000,1.000000,1.000000,0.980000,0.730000,0.626644,1.000000,0.180000,0.000000,0.750000,0.571429,0.000000,1.000000,0.000000,1.000000,0.595000,0.842250,0.837500,0.523872,0.821818
166,CAND_0084819,3.006811614,0.545904748,0.000,Search Engineer,4.5,Dream11,"Indore, Madhya Pradesh",,,semantic search | information retrieval | retrieval | embedding | embeddings | sentence transformers | bm25 | weaviate,3.006812,0.702357,0.000000,0.930000,0.820000,1.000000,1.000000,0.500000,0.162500,0.000000,0.487500,0.375000,1.000000,0.980000,0.730000,0.718726,0.580000,0.500000,0.000000,0.740000,0.000000,1.000000,1.000000,0.000000,1.000000,0.556000,0.553375,0.523125,0.672490,1.000000
167,CAND_0083852,2.978044448,0.326822921,0.000,Data Scientist,6.0,Mad Street Den,"Ahmedabad, Gujarat",,,information retrieval | retrieval | sentence transformers | qdrant | pinecone | pgvector | ranking | production,2.978044,0.593987,0.000000,0.800000,1.000000,0.537500,0.300000,0.000000,0.300000,0.000000,0.000000,0.575000,0.807273,0.980000,0.830000,0.814559,0.940000,0.800000,1.000000,0.850000,0.285714,1.000000,1.000000,0.000000,0.666667,0.708000,0.345000,0.239375,0.781181,1.000000
168,CAND_0068932,2.923718347,0.420526358,0.000,ML Engineer,5.2,Krutrim,"Noida, Uttar Pradesh",,,retrieval | milvus | opensearch | ranking | production | RAG | MLOps | scikit-learn,2.923718,0.570615,0.000000,0.830000,1.000000,0.287500,0.300000,0.000000,0.300000,0.000000,0.000000,0.450000,0.453282,0.980000,1.000000,0.875448,0.580000,0.640000,1.000000,0.820000,0.857143,1.000000,1.000000,1.000000,0.666667,0.705000,0.354000,0.176875,0.883751,1.000000
169,CAND_0048166,2.918452566,0.445226217,0.000,ML Engineer,5.2,Aganitha,Berlin,,,retrieval | milvus | qdrant | pinecone | ranking | recommendation system | recommendation systems | production,2.918453,0.569868,0.000000,0.830000,1.000000,0.350000,0.375000,0.000000,0.550000,0.000000,0.000000,0.387500,0.519396,0.980000,0.560000,0.576748,1.000000,0.640000,1.000000,0.480000,0.857143,0.000000,1.000000,0.000000,0.666667,0.719000,0.406500,0.245000,0.479270,1.000000
170,CAND_0036863,2.889927459,0.580773083,0.000,Senior Data Scientist,4.3,upGrad,"Chennai, Tamil Nadu",,,embedding | embeddings | bm25 | faiss | qdrant | pinecone | opensearch | learning-to-rank,2.889927,0.718212,0.000000,0.870000,0.780000,1.000000,1.000000,0.662500,0.325000,0.000000,0.650000,0.425000,0.729382,0.980000,0.830000,0.658127,0.940000,0.460000,0.000000,0.460000,0.571429,1.000000,1.000000,0.000000,0.666667,0.000000,0.576000,0.563750,0.663965,1.000000
171,CAND_0008239,2.881659144,0.417602908,0.000,AI Engineer,4.0,Apple,"Jaipur, Rajasthan",,,semantic search | vector search | faiss | milvus | weaviate | elasticsearch | learning-to-rank | ranking,2.881659,0.625152,0.000000,0.890000,0.720000,0.375000,1.000000,0.250000,0.162500,0.000000,0.487500,0.062500,1.000000,0.840000,0.780000,0.724300,1.000000,0.400000,0.000000,0.730000,1.000000,1.000000,1.000000,0.000000,0.666667,0.566000,0.516375,0.366875,0.822220,1.000000
172,CAND_0086154,2.829850161,0.421421623,0.000,Data Scientist,6.8,Ola,"Ahmedabad, Gujarat",,,retrieval | qdrant | opensearch | production | serving | scikit-learn | Machine Learning | Kubeflow,2.829850,0.548074,0.000000,0.800000,1.000000,0.287500,0.000000,0.000000,0.550000,0.000000,0.000000,0.325000,0.420004,0.840000,0.830000,0.816887,0.880000,0.960000,1.000000,0.900000,0.285714,1.000000,1.000000,0.000000,1.000000,0.531000,0.322500,0.154375,0.794612,1.000000
173,CAND_0036121,2.809130766,0.344893230,0.000,ML Engineer,5.2,Wysa,"Chennai, Tamil Nadu",,,vector search | information retrieval | retrieval | embedding | embeddings | bm25 | pgvector | learning to rank,2.809131,0.606921,0.000000,0.830000,1.000000,0.600000,0.225000,0.000000,0.550000,0.000000,0.000000,0.450000,0.945551,0.980000,0.830000,0.673882,0.580000,0.640000,1.000000,0.490000,0.571429,1.000000,1.000000,0.000000,0.666667,0.829000,0.376500,0.277500,0.677767,1.000000
174,CAND_0082489,2.805896389,0.455539791,0.000,ML Engineer,5.3,InMobi,"Noida, Uttar Pradesh",,,semantic search | retrieval | weaviate | ranking | production | serving | RAG | Hugging Face Transformers,2.805896,0.586832,0.000000,0.830000,1.000000,0.287500,0.300000,0.000000,0.550000,0.000000,0.000000,0.575000,0.643233,0.980000,1.000000,0.479461,1.000000,0.660000,1.000000,0.710000,0.285714,0.000000,1.000000,1.000000,0.333333,0.752000,0.391500,0.214375,0.412141,1.000000
175,CAND_0003977,2.803389661,0.600852720,0.000,Recommendation Systems Engineer,4.6,Google,"Delhi, Delhi",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | elasticsearch,2.803390,0.703917,0.000000,0.930000,0.840000,1.000000,0.662500,0.500000,0.412500,0.000000,0.487500,0.312500,0.782600,0.980000,0.880000,0.556780,1.000000,0.520000,0.000000,0.550000,0.714286,0.000000,1.000000,1.000000,1.000000,0.585000,0.523375,0.493125,0.467355,1.000000
176,CAND_0013665,2.711575502,0.439273153,0.000,Senior Software Engineer (ML),5.2,InMobi,"Trivandrum, Kerala",,,retrieval | embedding | embeddings | qdrant | learning to rank | ranking | production | serving,2.711576,0.556424,0.000000,0.770000,1.000000,0.350000,0.362500,0.000000,0.550000,0.000000,0.000000,0.450000,0.575448,0.840000,0.680000,0.649559,0.820000,0.640000,1.000000,0.730000,0.857143,0.000000,1.000000,0.000000,1.000000,0.189000,0.386000,0.242500,0.570895,1.000000
177,CAND_0015967,2.703893639,0.469581157,0.000,Senior Software Engineer (ML),5.4,Razorpay,"Hyderabad, Telangana",,,semantic search | retrieval | embedding | embeddings | pinecone | ranking | production | serving,2.703894,0.594255,0.000000,0.770000,1.000000,0.412500,0.300000,0.000000,0.550000,0.000000,0.000000,0.575000,0.616337,0.980000,0.990000,0.695889,0.940000,0.680000,1.000000,0.450000,0.857143,1.000000,1.000000,1.000000,1.000000,0.261000,0.373500,0.245625,0.719427,1.000000
178,CAND_0065991,2.679558860,0.401070940,0.000,Data Scientist,5.4,Haptik,"Bangalore, Karnataka",,,vector search | retrieval | pgvector | ranking | production | serving | QLoRA | PyTorch,2.679559,0.528553,0.000000,0.800000,1.000000,0.287500,0.162500,0.000000,0.550000,0.000000,0.000000,0.450000,0.462078,0.480000,0.840000,0.664458,1.000000,0.680000,1.000000,0.620000,0.571429,1.000000,1.000000,1.000000,0.666667,0.482000,0.355000,0.186875,0.706498,1.000000
179,CAND_0073007,2.652068823,0.392450495,0.000,AI Specialist,5.8,Aganitha,"Bangalore, Karnataka",,,retrieval | embedding | embeddings | faiss | milvus | pgvector | ranking | production,2.652069,0.557648,0.000000,0.680000,1.000000,0.475000,0.250000,0.000000,0.300000,0.000000,0.000000,0.462500,0.647840,0.980000,0.890000,0.802509,1.000000,0.760000,1.000000,0.830000,0.571429,1.000000,1.000000,1.000000,0.666667,0.665000,0.299000,0.213750,0.814218,1.000000
180,CAND_0080051,2.647040196,0.415616109,0.000,Data Scientist,5.2,Niramai,"Gurgaon, Haryana",,,information retrieval | retrieval | ranking | production | serving | LLMs | PEFT | NLP,2.647040,0.554229,0.000000,0.800000,1.000000,0.125000,0.250000,0.000000,0.550000,0.000000,0.000000,0.187500,0.517861,0.980000,0.900000,0.627181,0.820000,0.640000,1.000000,0.540000,0.857143,1.000000,1.000000,1.000000,1.000000,0.344000,0.372500,0.163750,0.714444,1.000000
181,CAND_0024878,2.630929552,0.292592193,0.000,AI Specialist,5.7,HCL,"Vizag, Andhra Pradesh",,,information retrieval | retrieval | bm25 | elasticsearch | pgvector | ranking | production | serving,2.630930,0.562669,0.000000,0.680000,1.000000,0.475000,0.250000,0.000000,0.550000,0.000000,0.000000,0.512500,0.731023,0.800000,0.730000,0.824056,1.000000,0.740000,1.000000,0.840000,0.571429,1.000000,1.000000,0.000000,0.666667,0.247000,0.336500,0.251250,0.825337,1.000000
182,CAND_0018293,2.613956881,0.382660191,0.000,Data Scientist,5.6,PharmEasy,"Indore, Madhya Pradesh",,,information retrieval | retrieval | weaviate | pgvector | recommendation system | recommendation systems | production | scikit-learn,2.613957,0.538503,0.000000,0.800000,1.000000,0.250000,0.125000,0.000000,0.300000,0.000000,0.000000,0.000000,0.587980,0.980000,0.830000,0.699135,1.000000,0.720000,1.000000,0.870000,0.571429,1.000000,1.000000,0.000000,1.000000,0.000000,0.310000,0.132500,0.782868,1.000000
183,CAND_0037160,2.611204165,0.302225726,0.000,Data Scientist,6.0,Haptik,"Mumbai, Maharashtra",,,semantic search | vector search | retrieval | embedding | embeddings | weaviate | ranking | production,2.611204,0.550178,0.000000,0.800000,1.000000,0.475000,0.300000,0.000000,0.300000,0.000000,0.000000,0.650000,0.783546,0.480000,0.910000,0.689427,1.000000,0.800000,1.000000,0.740000,0.857143,1.000000,1.000000,1.000000,0.666667,0.280000,0.345000,0.223750,0.789342,1.000000
184,CAND_0049615,2.567490617,0.412953328,0.000,ML Engineer,5.1,Krutrim,"Indore, Madhya Pradesh",,,retrieval | pinecone | ranking | recommendation system | recommendation systems | production | PEFT | QLoRA,2.567491,0.557503,0.000000,0.830000,1.000000,0.225000,0.425000,0.000000,0.300000,0.000000,0.000000,0.512500,0.560937,0.980000,0.730000,0.676071,0.820000,0.620000,1.000000,0.280000,0.571429,1.000000,1.000000,0.000000,1.000000,0.778000,0.379000,0.186250,0.626143,1.000000
185,CAND_0002526,2.551820365,0.333064442,0.000,Data Scientist,5.4,Wipro,"Vizag, Andhra Pradesh",,,semantic search | embedding | embeddings | bm25 | production | Fine-tuning LLMs | PEFT,2.551820,0.482002,0.000000,0.800000,1.000000,0.250000,0.000000,0.000000,0.300000,0.000000,0.000000,0.250000,0.607417,0.300000,0.780000,0.745040,0.880000,0.680000,1.000000,0.680000,0.714286,1.000000,1.000000,0.000000,0.666667,0.689000,0.285000,0.107500,0.775159,1.000000
186,CAND_0074621,2.473211179,0.368122006,0.000,Data Scientist,5.2,PharmEasy,"Chennai, Tamil Nadu",,,vector search | ranking | recommendation system | recommendation systems | production | MLOps | scikit-learn,2.473211,0.516626,0.000000,0.800000,1.000000,0.062500,0.375000,0.000000,0.300000,0.000000,0.000000,0.000000,0.353064,0.980000,0.780000,0.514316,1.000000,0.640000,1.000000,0.740000,0.285714,0.000000,1.000000,0.000000,1.000000,0.304000,0.360000,0.135625,0.433584,1.000000
187,CAND_0039521,2.465382659,0.559337672,0.000,Search Engineer,3.0,Salesforce,"Coimbatore, Tamil Nadu",,,offline metrics | semantic search | embedding | embeddings | sentence transformers | bm25 | qdrant | weaviate,2.465383,0.730087,0.000000,0.930000,0.460000,1.000000,0.825000,0.750000,0.412500,0.250000,0.737500,0.487500,1.000000,0.980000,0.730000,0.564639,0.520000,0.200000,0.000000,0.410000,0.857143,0.000000,1.000000,0.000000,1.000000,0.000000,0.643375,0.625625,0.456927,1.000000
188,CAND_0049978,2.457985560,0.335175028,0.000,Senior Software Engineer (ML),6.6,Sarvam AI,"Trivandrum, Kerala",,,retrieval | embedding | embeddings | bm25 | weaviate | ranking | recommendation system | recommendation systems,2.457986,0.571549,0.000000,0.770000,1.000000,0.412500,0.375000,0.000000,0.550000,0.000000,0.000000,0.512500,0.793822,0.980000,0.730000,0.629150,0.350000,0.920000,1.000000,0.710000,0.571429,1.000000,1.000000,0.000000,0.666667,0.694000,0.388500,0.260625,0.714874,1.000000
189,CAND_0009200,2.449627819,0.334622115,0.000,AI Specialist,5.7,HCL,"Vizag, Andhra Pradesh",,,information retrieval | retrieval | sentence transformers | bm25 | ranking | production | serving | LoRA,2.449628,0.483077,0.000000,0.680000,1.000000,0.412500,0.250000,0.000000,0.550000,0.000000,0.000000,0.512500,0.618717,0.060000,0.730000,0.590072,1.000000,0.740000,1.000000,0.320000,0.714286,1.000000,1.000000,0.000000,0.666667,0.724000,0.336500,0.235625,0.623172,1.000000
190,CAND_0074339,2.425361328,0.292422111,0.000,ML Engineer,5.3,Observe.AI,"Bhubaneswar, Odisha",,,retrieval | sentence transformers | faiss | opensearch | learning to rank | ranking | recommendation system | recommendation systems,2.425361,0.591268,0.000000,0.830000,1.000000,0.350000,0.350000,0.000000,0.550000,0.000000,0.000000,0.450000,0.868840,0.980000,0.830000,0.516195,0.880000,0.660000,1.000000,0.580000,0.000000,1.000000,1.000000,0.000000,0.666667,0.189000,0.401500,0.240000,0.551478,1.000000
191,CAND_0067041,2.408821489,0.302593702,0.000,Data Scientist,6.9,Saarthi.ai,"Noida, Uttar Pradesh",,,retrieval | sentence transformers | milvus | weaviate | elasticsearch | learning to rank | ranking | production,2.408821,0.598864,0.000000,0.800000,1.000000,0.412500,0.312500,0.000000,0.550000,0.000000,0.000000,0.512500,0.808005,0.980000,1.000000,0.527022,1.000000,0.980000,1.000000,0.340000,0.000000,1.000000,1.000000,1.000000,0.666667,0.555000,0.385000,0.248125,0.495809,1.000000
192,CAND_0092706,2.406203600,0.334285972,0.000,AI Research Engineer,5.8,Unacademy,"Delhi, Delhi",,,retrieval | sentence transformers | pgvector | ranking | production | serving | Hugging Face Transformers | MLOps,2.406204,0.525115,0.000000,0.600000,1.000000,0.287500,0.300000,0.000000,0.550000,0.000000,0.000000,0.637500,0.454254,0.620000,1.000000,0.770821,1.000000,0.760000,1.000000,0.780000,0.000000,1.000000,1.000000,1.000000,0.666667,0.651000,0.322500,0.214375,0.703329,1.000000
193,CAND_0026362,2.318171496,0.411619025,0.000,Data Scientist,5.0,PhonePe,"Gurgaon, Haryana",,,retrieval | bm25 | weaviate | pinecone | learning to rank | ranking | production,2.318171,0.562952,0.000000,0.800000,1.000000,0.350000,0.312500,0.000000,0.300000,0.000000,0.000000,0.325000,0.509519,0.980000,0.900000,0.693618,1.000000,0.600000,1.000000,0.400000,0.714286,1.000000,1.000000,1.000000,1.000000,0.000000,0.347500,0.195000,0.684590,1.000000
194,CAND_0010770,2.308189515,0.560504469,0.240,Recommendation Systems Engineer,15.2,Aganitha,"Kolkata, West Bengal",,career duration far below stated experience,offline metrics | semantic search | retrieval | sentence-transformers | bm25 | faiss | qdrant | elasticsearch,2.308190,0.768904,0.240000,0.930000,0.180000,1.000000,1.000000,1.000000,0.662500,0.250000,0.737500,0.375000,0.929036,0.980000,0.830000,0.754508,1.000000,0.000000,0.000000,0.730000,0.857143,1.000000,1.000000,0.000000,0.333333,0.000000,0.740875,0.698125,0.812875,0.760000
195,CAND_0045862,2.307949256,0.411916395,0.000,AI Specialist,6.7,Yellow.ai,"Jaipur, Rajasthan",,,vector search | retrieval | ranking | recommendation system | recommendation systems | production | serving | LoRA,2.307949,0.545827,0.000000,0.680000,1.000000,0.225000,0.375000,0.000000,0.550000,0.000000,0.000000,0.575000,0.591213,0.980000,0.730000,0.578392,1.000000,0.940000,1.000000,0.540000,0.285714,1.000000,1.000000,0.000000,0.333333,0.589000,0.361500,0.213750,0.609214,1.000000
196,CAND_0010283,2.307060014,0.351955361,0.000,AI Specialist,5.3,Saarthi.ai,"Mumbai, Maharashtra",,,vector search | retrieval | embedding | embeddings | qdrant | ranking | recommendation system | recommendation systems,2.307060,0.529519,0.000000,0.680000,1.000000,0.412500,0.287500,0.000000,0.550000,0.000000,0.000000,0.512500,0.698912,0.480000,0.860000,0.624932,1.000000,0.660000,1.000000,0.550000,0.000000,1.000000,1.000000,1.000000,0.333333,0.336000,0.344000,0.243125,0.587473,1.000000
197,CAND_0066035,2.292040394,0.339177520,0.000,Data Scientist,6.7,Razorpay,"Kolkata, West Bengal",,,information retrieval | retrieval | sentence transformers | bm25 | weaviate | learning to rank | ranking | production,2.292040,0.589817,0.000000,0.800000,1.000000,0.475000,0.312500,0.000000,0.550000,0.000000,0.000000,0.512500,0.954531,0.980000,0.680000,0.685501,0.520000,0.940000,1.000000,0.340000,0.714286,1.000000,1.000000,0.000000,1.000000,0.223000,0.385000,0.263750,0.666343,1.000000
198,CAND_0067866,2.280478763,0.314124681,0.000,Senior Software Engineer (ML),6.4,Tech Mahindra,"Noida, Uttar Pradesh",,,retrieval | embedding | embeddings | qdrant | elasticsearch | pgvector | ranking | production,2.280479,0.578029,0.000000,0.620000,1.000000,0.475000,0.250000,0.000000,0.550000,0.000000,0.000000,1.000000,0.850072,0.800000,1.000000,0.821420,1.000000,0.880000,1.000000,0.790000,0.714286,1.000000,1.000000,1.000000,1.000000,0.277000,0.318500,0.251250,0.833211,1.000000
199,CAND_0045141,2.251070371,0.216721073,0.070,Data Scientist,5.3,HCL,"Kochi, Kerala",,low profile completeness,retrieval | faiss | milvus | pinecone | ranking | recommendation system | recommendation systems | production,2.251070,0.507991,0.070000,0.800000,1.000000,0.350000,0.425000,0.000000,0.300000,0.000000,0.000000,0.575000,0.913890,0.060000,0.830000,0.686618,0.640000,0.660000,1.000000,0.440000,0.857143,1.000000,1.000000,0.000000,1.000000,0.674000,0.370000,0.217500,0.713218,0.930000
200,CAND_0039777,2.213641580,0.386610609,0.000,Analytics Engineer,6.9,Dunder Mifflin,London,,,recommendation system | recommendation systems | serving | shipped | drift | on-call | PEFT | QLoRA,2.213642,0.519007,0.000000,0.500000,1.000000,0.000000,0.125000,0.000000,1.000000,0.000000,0.250000,0.512500,0.360097,0.980000,0.560000,0.699003,0.940000,0.980000,1.000000,0.810000,0.285714,1.000000,1.000000,0.000000,0.666667,0.607000,0.325000,0.200000,0.724958,1.000000
201,CAND_0023093,2.199973840,0.257044479,0.070,ML Engineer,5.1,PolicyBazaar,Seattle,,low profile completeness,semantic search | embedding | embeddings | milvus | learning to rank | recommendation system | recommendation systems | production,2.199974,0.526857,0.070000,0.830000,1.000000,0.250000,0.187500,0.000000,0.550000,0.000000,0.000000,0.187500,0.879643,0.480000,0.610000,0.566250,1.000000,0.620000,1.000000,0.840000,0.285714,1.000000,1.000000,0.000000,0.666667,0.000000,0.369000,0.182500,0.679357,0.930000
202,CAND_0062772,2.197692178,0.374155411,0.000,Senior Software Engineer (ML),6.6,Vedantu,"Trivandrum, Kerala",,,vector search | milvus | elasticsearch | ranking | production | serving | MLOps | Kubeflow,2.197692,0.501088,0.000000,0.620000,1.000000,0.187500,0.250000,0.000000,0.550000,0.000000,0.000000,0.000000,0.504135,0.980000,0.730000,0.603012,0.580000,0.920000,1.000000,0.860000,0.285714,0.000000,1.000000,0.000000,0.333333,0.634000,0.318500,0.179375,0.499062,1.000000
203,CAND_0076904,2.190329043,0.665348968,0.000,Senior Data Scientist,4.2,Nykaa,London,,,semantic search | vector search | information retrieval | retrieval | sentence-transformers | bm25 | faiss | weaviate,2.190329,0.717580,0.000000,0.870000,0.760000,1.000000,1.000000,0.662500,0.737500,0.000000,0.487500,0.550000,1.000000,0.980000,0.290000,0.635416,0.700000,0.440000,0.000000,0.540000,0.285714,1.000000,0.000000,0.000000,0.333333,0.000000,0.637875,0.609375,0.632024,1.000000
204,CAND_0098217,2.179612962,0.392509615,0.000,ML Engineer,6.4,Glance,"Noida, Uttar Pradesh",,,faiss | pinecone | learning to rank | production | PEFT | Machine Learning,2.179613,0.545588,0.000000,0.830000,1.000000,0.125000,0.062500,0.000000,0.162500,0.000000,0.000000,0.875000,0.564496,0.980000,1.000000,0.735739,1.000000,0.880000,1.000000,0.840000,0.714286,1.000000,1.000000,1.000000,1.000000,0.807000,0.285875,0.068125,0.811438,1.000000
205,CAND_0077296,2.170097560,0.337162142,0.000,Computer Vision Engineer,5.8,Ola,"Vizag, Andhra Pradesh",,,retrieval | weaviate | ranking | recommendation system | recommendation systems | production | serving | Hugging Face Transformers,2.170098,0.508909,0.000000,0.420000,1.000000,0.225000,0.425000,0.000000,0.550000,0.000000,0.000000,0.450000,0.463749,0.980000,0.830000,0.809107,1.000000,0.760000,1.000000,0.500000,0.714286,1.000000,1.000000,0.000000,1.000000,0.769000,0.293500,0.223750,0.755785,1.000000
206,CAND_0098454,2.155968302,0.444287653,0.000,AI Specialist,6.6,Meesho,"Indore, Madhya Pradesh",,,vector search | retrieval | embedding | embeddings | weaviate | pinecone | opensearch | ranking,2.155968,0.578864,0.000000,0.680000,1.000000,0.537500,0.162500,0.000000,0.550000,0.000000,0.000000,1.000000,0.655983,0.980000,0.830000,0.831689,0.700000,0.920000,1.000000,0.870000,0.571429,1.000000,1.000000,0.000000,1.000000,0.287000,0.319000,0.249375,0.835890,1.000000
207,CAND_0074342,2.146861549,0.432641967,0.000,Data Scientist,5.7,Zoho,Sydney,,,retrieval | sentence transformers | opensearch | ranking | production | serving | RAG | LLMs,2.146862,0.564269,0.000000,0.800000,1.000000,0.287500,0.162500,0.000000,0.550000,0.000000,0.000000,1.000000,0.419316,0.980000,0.560000,0.757596,1.000000,0.740000,1.000000,0.760000,0.857143,1.000000,1.000000,0.000000,1.000000,0.250000,0.355000,0.186875,0.821610,1.000000
